x1,x2,x3,x4,x5,y
0.30471707975443135,-1.42791249933346,1.0663185671562971,2.683534493156343,-0.7248987519867796,6.685590565197019
-1.0399841062404955,1.1070717627688742,0.6956290228066784,1.9388722896856776,-1.3515345404489012,2.755123702554699
0.7504511958064572,-1.2071830911484085,-0.6236407960824302,0.5158810558110686,-1.0596830996384383,-0.1135941766485784
0.9405647163912139,1.642552908523541,0.7734221835896061,2.670791885470856,-1.810456759154076,10.648441356659031
-1.9510351886538364,0.6250761573099606,-0.11914738497877009,1.40986782086202,-2.172171654209437,2.143552247629332
-1.302179506862318,-1.8553491580212151,-0.8754733083847195,1.428275270035982,-0.5286170993873625,-9.089581877631677
0.12784040316728537,-1.9782806634851982,1.766832721821302,2.806625831527965,-1.4924974638622208,7.842003508637754
-0.3162425923435822,-1.7933683319424043,1.5868969898998524,0.17846007655002005,-1.2277639225017152,-0.49234153768536437
-0.016801157504288795,0.42370071059091075,-1.6800612670521167,0.6455348238861556,-1.6932211266350965,-0.37183323309246963
-0.85304392757358,1.2059272434376611,0.8159730437573092,1.7573139754641671,-1.704984851541938,6.221236992589535
0.8793979748628286,-1.045788717490446,2.493552078849885,0.5864595287460123,-1.0869188500473081,25.631955834016686
0.7777919354289483,1.3976353716922918,2.588835608344481,2.0385810276268734,-1.3647885970678233,32.25916926706687
0.06603069756121605,-1.7710722393869585,2.538755264327858,0.6422768680101606,-0.8110145010026508,19.07728550784384
1.1272412069680329,1.2038554145667049,1.0583698103521897,0.297470911796443,-0.773730790510204,10.531208757734632
0.4675093422520456,1.7111817206891216,-0.2675679919537266,0.6209554789225192,-0.8395751768376964,0.8639254834019008
-0.8592924628832382,1.0884335964175222,-0.625548241037091,1.2682021028161867,-0.8806996045357781,-1.3519092413309515
0.36875078408249884,0.7924831359145488,1.5169073571255363,0.5284148975192396,-0.2111158975340569,9.530426977547373
-0.9588826008289989,1.3519208746215323,1.5689200515477446,0.4040760747700419,-1.533796884522443,10.723465726346372
0.8784503013072725,-1.8393948018117343,2.930996667407598,2.5808456586568225,-1.0274674331014588,31.13942066842831
-0.049925910986252896,-1.1928715571237785,2.6499694755131253,0.9611916107919235,-0.4336550897402056,23.243008586053524
-0.18486236354526056,-1.5003052827774277,0.8016570152032418,1.082276059554761,-0.3677300953309818,2.9942555226325998
-0.6809295444039414,0.018123960771946113,-0.8663088182913041,0.1658112285036829,-1.7108818246722866,1.8235301711270275
1.2225413386740303,0.980752513315378,0.5213401044836532,1.0721088705061623,-1.156177720827935,6.033214415741732
-0.15452948206880215,0.5200473783055948,1.325846792215787,0.794421531964739,-0.32093945206636976,12.283573061910818
-0.4283278221631072,1.40452439904774,0.6968751319158939,1.8314552020253656,-0.7459604474004673,1.7584843829893895
